provider_id,provider_name,provider_street_address,provider_city,provider_state,provider_zipcode,apc,hospital_referral_region,outpatient_services,average_estimated_submitted_charges,average_total_payments
330234,nonsb,100 Woods Rd,Valhalla,NY,10595,0015 - Level II Debridement & Destruction,NY - White Plains,306,535.66993464,166.02176471
330234,nonsb,100 Woods Rd,Valhalla,NY,10595,0020 - Level II Excision/ Biopsy,NY - White Plains,23,6700.2817391,975.28
330234,nonsb,100 Woods Rd,Valhalla,NY,10595,0203 - Level IV Nerve Injections,NY - White Plains,19,10953.266842,1192.6526316
330234,nonsb,100 Woods Rd,Valhalla,NY,10595,0204 - Level I Nerve Injections,NY - White Plains,61,2689.5198361,231.80180328
330234,nonsb,100 Woods Rd,Valhalla,NY,10595,0207 - Level III Nerve Injections,NY - White Plains,141,12828.972979,725.88148936
330234,nonsb,100 Woods Rd,Valhalla,NY,10595,0265 - Level I Diagnostic and Screening Ultrasound,NY - White Plains,284,931.69394366,95.111690141
330234,nonsb,100 Woods Rd,Valhalla,NY,10595,0267 - Level III Diagnostic and Screening Ultrasound,NY - White Plains,1194,1524.7671692,179.16722781
330234,nonsb,100 Woods Rd,Valhalla,NY,10595,0269 - Level I Echocardiogram Without Contrast,NY - White Plains,1147,3591.7983609,456.25633827
330234,nonsb,100 Woods Rd,Valhalla,NY,10595,0270 - Level II Echocardiogram Without Contrast,NY - White Plains,52,5324.7905769,577.44288462
330234,nonsb,100 Woods Rd,Valhalla,NY,10595,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - White Plains,658,5641.2253495,332.6474924
330234,nonsb,100 Woods Rd,Valhalla,NY,10595,0369 - Level II Pulmonary Tests,NY - White Plains,172,1455.0116279,276.24418605
330234,nonsb,100 Woods Rd,Valhalla,NY,10595,0377 - Level II Cardiac Imaging,NY - White Plains,227,7981.8353744,1190.1511454
330234,nonsb,100 Woods Rd,Valhalla,NY,10595,0632 - Level 2 Examinations & Related Services,NY - White Plains,354,203.60451977,123.82694915
330234,nonsb,100 Woods Rd,Valhalla,NY,10595,0634 - Hospital Clinic Visits,NY - White Plains,5822,274.91540879,115.03164377
330261,nonsb,701 North Broadway,Sleepy Hollow,NY,10591,0015 - Level II Debridement & Destruction,NY - White Plains,116,894.06034483,160.70474138
330261,nonsb,701 North Broadway,Sleepy Hollow,NY,10591,0020 - Level II Excision/ Biopsy,NY - White Plains,19,2961.3052632,958.45
330261,nonsb,701 North Broadway,Sleepy Hollow,NY,10591,0074 - Level IV Endoscopy Upper Airway,NY - White Plains,11,12506.485455,2162.1163636
330261,nonsb,701 North Broadway,Sleepy Hollow,NY,10591,0204 - Level I Nerve Injections,NY - White Plains,31,5822.5603226,244.91
330261,nonsb,701 North Broadway,Sleepy Hollow,NY,10591,0207 - Level III Nerve Injections,NY - White Plains,85,7323.2462353,763.17152941
330261,nonsb,701 North Broadway,Sleepy Hollow,NY,10591,0265 - Level I Diagnostic and Screening Ultrasound,NY - White Plains,734,1009.6457766,104.42625341
330261,nonsb,701 North Broadway,Sleepy Hollow,NY,10591,0267 - Level III Diagnostic and Screening Ultrasound,NY - White Plains,582,2562.6477663,216.38769759
330261,nonsb,701 North Broadway,Sleepy Hollow,NY,10591,0269 - Level I Echocardiogram Without Contrast,NY - White Plains,566,3596.7603887,486.96365724
330261,nonsb,701 North Broadway,Sleepy Hollow,NY,10591,0270 - Level II Echocardiogram Without Contrast,NY - White Plains,15,5898.716,689.5
330261,nonsb,701 North Broadway,Sleepy Hollow,NY,10591,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - White Plains,790,3557.2936709,327.5676962
330261,nonsb,701 North Broadway,Sleepy Hollow,NY,10591,0369 - Level II Pulmonary Tests,NY - White Plains,63,3022.8095238,277.02730159
330261,nonsb,701 North Broadway,Sleepy Hollow,NY,10591,0377 - Level II Cardiac Imaging,NY - White Plains,172,16261.853198,1301.2294767
330261,nonsb,701 North Broadway,Sleepy Hollow,NY,10591,0634 - Hospital Clinic Visits,NY - White Plains,4029,368.63042194,111.03345992
330261,nonsb,701 North Broadway,Sleepy Hollow,NY,10591,0690 - Level I Electronic Analysis of Devices,NY - White Plains,110,300.40909091,40.815272727
330264,nonsb,70 Dubois Street,Newburgh,NY,12550,0012 - Level I Debridement & Destruction,NY - White Plains,41,259.42512195,107.64195122
330264,nonsb,70 Dubois Street,Newburgh,NY,12550,0015 - Level II Debridement & Destruction,NY - White Plains,128,330.41421875,163.601875
330264,nonsb,70 Dubois Street,Newburgh,NY,12550,0020 - Level II Excision/ Biopsy,NY - White Plains,30,3304.331,926.88533333
330264,nonsb,70 Dubois Street,Newburgh,NY,12550,0203 - Level IV Nerve Injections,NY - White Plains,87,2050.2388506,1085.9442529
330264,nonsb,70 Dubois Street,Newburgh,NY,12550,0204 - Level I Nerve Injections,NY - White Plains,68,2056.4863235,209.57882353
330264,nonsb,70 Dubois Street,Newburgh,NY,12550,0206 - Level II Nerve Injections,NY - White Plains,16,2111.433125,427.403125
330264,nonsb,70 Dubois Street,Newburgh,NY,12550,0207 - Level III Nerve Injections,NY - White Plains,817,2216.4262301,662.02906977
330264,nonsb,70 Dubois Street,Newburgh,NY,12550,0265 - Level I Diagnostic and Screening Ultrasound,NY - White Plains,35,413.72857143,94.824285714
330264,nonsb,70 Dubois Street,Newburgh,NY,12550,0267 - Level III Diagnostic and Screening Ultrasound,NY - White Plains,285,1338.5844561,195.01066667
330264,nonsb,70 Dubois Street,Newburgh,NY,12550,0269 - Level I Echocardiogram Without Contrast,NY - White Plains,280,1455.899,475.94721429
330264,nonsb,70 Dubois Street,Newburgh,NY,12550,0270 - Level II Echocardiogram Without Contrast,NY - White Plains,15,3954.9526667,704.06733333
330264,nonsb,70 Dubois Street,Newburgh,NY,12550,0369 - Level II Pulmonary Tests,NY - White Plains,23,1596.2608696,269.64434783
330264,nonsb,70 Dubois Street,Newburgh,NY,12550,0377 - Level II Cardiac Imaging,NY - White Plains,160,5744.7623125,1277.5795625
330264,nonsb,70 Dubois Street,Newburgh,NY,12550,0634 - Hospital Clinic Visits,NY - White Plains,1292,248.04737616,113.36643189
330267,nonsb,1980 Crompond Road,Cortlandt Manor,NY,10567,0015 - Level II Debridement & Destruction,NY - White Plains,536,283.27328358,165.53091418
330267,nonsb,1980 Crompond Road,Cortlandt Manor,NY,10567,0204 - Level I Nerve Injections,NY - White Plains,54,3223.1305556,244.8437037
330267,nonsb,1980 Crompond Road,Cortlandt Manor,NY,10567,0207 - Level III Nerve Injections,NY - White Plains,195,3536.9057436,694.14574359
330267,nonsb,1980 Crompond Road,Cortlandt Manor,NY,10567,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",NY - White Plains,41,616.58536585,254.95756098
330267,nonsb,1980 Crompond Road,Cortlandt Manor,NY,10567,0265 - Level I Diagnostic and Screening Ultrasound,NY - White Plains,477,456.92737945,104.97429769
330267,nonsb,1980 Crompond Road,Cortlandt Manor,NY,10567,0267 - Level III Diagnostic and Screening Ultrasound,NY - White Plains,281,2484.2313167,196.13928826
330267,nonsb,1980 Crompond Road,Cortlandt Manor,NY,10567,0269 - Level I Echocardiogram Without Contrast,NY - White Plains,186,2940.9247312,476.1127957
330267,nonsb,1980 Crompond Road,Cortlandt Manor,NY,10567,0369 - Level II Pulmonary Tests,NY - White Plains,29,3700.862069,246.03965517
330267,nonsb,1980 Crompond Road,Cortlandt Manor,NY,10567,0377 - Level II Cardiac Imaging,NY - White Plains,456,8034.0360088,1280.1852632
330267,nonsb,1980 Crompond Road,Cortlandt Manor,NY,10567,0634 - Hospital Clinic Visits,NY - White Plains,542,305.0295203,110.82228782
330304,nonsb,41 East Post R0ad,White Plains,NY,10601,0015 - Level II Debridement & Destruction,NY - White Plains,467,263.8372591,165.30066381
330304,nonsb,41 East Post R0ad,White Plains,NY,10601,0020 - Level II Excision/ Biopsy,NY - White Plains,26,3805.8076923,921.58653846
330304,nonsb,41 East Post R0ad,White Plains,NY,10601,0096 - Level II Noninvasive Physiologic Studies,NY - White Plains,20,1530.55,382.387
330304,nonsb,41 East Post R0ad,White Plains,NY,10601,0204 - Level I Nerve Injections,NY - White Plains,17,1484.1176471,244.91
330304,nonsb,41 East Post R0ad,White Plains,NY,10601,0265 - Level I Diagnostic and Screening Ultrasound,NY - White Plains,2082,911.05619597,104.08559078
330304,nonsb,41 East Post R0ad,White Plains,NY,10601,0267 - Level III Diagnostic and Screening Ultrasound,NY - White Plains,907,892.98125689,210.52402426
330304,nonsb,41 East Post R0ad,White Plains,NY,10601,0269 - Level I Echocardiogram Without Contrast,NY - White Plains,751,1576.5326232,485.3905992
330304,nonsb,41 East Post R0ad,White Plains,NY,10601,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - White Plains,1378,3397.9731495,309.54380987
330304,nonsb,41 East Post R0ad,White Plains,NY,10601,0369 - Level II Pulmonary Tests,NY - White Plains,28,2327.2142857,274.88428571
330304,nonsb,41 East Post R0ad,White Plains,NY,10601,0377 - Level II Cardiac Imaging,NY - White Plains,200,7875.875,1307.2989
330304,nonsb,41 East Post R0ad,White Plains,NY,10601,0634 - Hospital Clinic Visits,NY - White Plains,3686,515.04177971,112.13325285
330304,nonsb,41 East Post R0ad,White Plains,NY,10601,0690 - Level I Electronic Analysis of Devices,NY - White Plains,419,322.31026253,23.67575179
330014,nonsb,89th Avenue And Van Wyck Expressway,Jamaica,NY,11418,0207 - Level III Nerve Injections,NY - East Long Island,17,2009.0764706,779.27
330014,nonsb,89th Avenue And Van Wyck Expressway,Jamaica,NY,11418,0265 - Level I Diagnostic and Screening Ultrasound,NY - East Long Island,42,434.45238095,103.87642857
330014,nonsb,89th Avenue And Van Wyck Expressway,Jamaica,NY,11418,0267 - Level III Diagnostic and Screening Ultrasound,NY - East Long Island,182,955.20879121,172.76576923
330014,nonsb,89th Avenue And Van Wyck Expressway,Jamaica,NY,11418,0269 - Level I Echocardiogram Without Contrast,NY - East Long Island,329,1634.5045593,483.15231003
330014,nonsb,89th Avenue And Van Wyck Expressway,Jamaica,NY,11418,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - East Long Island,99,2094.6464646,329.72474747
330014,nonsb,89th Avenue And Van Wyck Expressway,Jamaica,NY,11418,0369 - Level II Pulmonary Tests,NY - East Long Island,65,1123.3230769,262.13230769
330014,nonsb,89th Avenue And Van Wyck Expressway,Jamaica,NY,11418,0377 - Level II Cardiac Imaging,NY - East Long Island,112,4527.6607143,1279.9280357
330014,nonsb,89th Avenue And Van Wyck Expressway,Jamaica,NY,11418,0632 - Level 2 Examinations & Related Services,NY - East Long Island,94,283.59574468,118.02638298
330014,nonsb,89th Avenue And Van Wyck Expressway,Jamaica,NY,11418,0634 - Hospital Clinic Visits,NY - East Long Island,7765,293.02871861,111.44469414
330014,nonsb,89th Avenue And Van Wyck Expressway,Jamaica,NY,11418,0690 - Level I Electronic Analysis of Devices,NY - East Long Island,123,161.68292683,40.350813008
330027,nonsb,2201 Hempstead Turnpike,East Meadow,NY,11554,0015 - Level II Debridement & Destruction,NY - East Long Island,33,144.85090909,146.30424242
330027,nonsb,2201 Hempstead Turnpike,East Meadow,NY,11554,0204 - Level I Nerve Injections,NY - East Long Island,25,355.2836,234.3816
330027,nonsb,2201 Hempstead Turnpike,East Meadow,NY,11554,0231 - Level III Eye Tests & Treatments,NY - East Long Island,46,417.39956522,306.56652174
330027,nonsb,2201 Hempstead Turnpike,East Meadow,NY,11554,0265 - Level I Diagnostic and Screening Ultrasound,NY - East Long Island,115,279.03826087,97.963043478
330027,nonsb,2201 Hempstead Turnpike,East Meadow,NY,11554,0267 - Level III Diagnostic and Screening Ultrasound,NY - East Long Island,39,720.15230769,177.92076923
330027,nonsb,2201 Hempstead Turnpike,East Meadow,NY,11554,0269 - Level I Echocardiogram Without Contrast,NY - East Long Island,140,1792.4118571,540.03285714
330027,nonsb,2201 Hempstead Turnpike,East Meadow,NY,11554,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - East Long Island,44,1963.9681818,331.65522727
330027,nonsb,2201 Hempstead Turnpike,East Meadow,NY,11554,0377 - Level II Cardiac Imaging,NY - East Long Island,31,2530.3677419,1128.82
330027,nonsb,2201 Hempstead Turnpike,East Meadow,NY,11554,0632 - Level 2 Examinations & Related Services,NY - East Long Island,666,217.33534535,124.73462462
330027,nonsb,2201 Hempstead Turnpike,East Meadow,NY,11554,0634 - Hospital Clinic Visits,NY - East Long Island,8869,172.83914196,111.94589469
330027,nonsb,2201 Hempstead Turnpike,East Meadow,NY,11554,0698 - Level II Eye Tests & Treatments,NY - East Long Island,63,107.65555556,117.21269841
330043,nonsb,301 East Main Street,Bay Shore,NY,11706,0204 - Level I Nerve Injections,NY - East Long Island,122,4880.4428689,226.95991803
330043,nonsb,301 East Main Street,Bay Shore,NY,11706,0207 - Level III Nerve Injections,NY - East Long Island,1288,3974.2318789,657.69381988
330043,nonsb,301 East Main Street,Bay Shore,NY,11706,0267 - Level III Diagnostic and Screening Ultrasound,NY - East Long Island,233,2131.4419313,198.86034335
330043,nonsb,301 East Main Street,Bay Shore,NY,11706,0269 - Level I Echocardiogram Without Contrast,NY - East Long Island,313,2780.9334824,480.50258786
330043,nonsb,301 East Main Street,Bay Shore,NY,11706,0270 - Level II Echocardiogram Without Contrast,NY - East Long Island,105,7275.676381,673.83352381
330043,nonsb,301 East Main Street,Bay Shore,NY,11706,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - East Long Island,97,4240.9902062,308.50989691
330043,nonsb,301 East Main Street,Bay Shore,NY,11706,0377 - Level II Cardiac Imaging,NY - East Long Island,178,5018.5283708,1289.273764
330043,nonsb,301 East Main Street,Bay Shore,NY,11706,0634 - Hospital Clinic Visits,NY - East Long Island,1108,1271.0518231,109.20147112
330045,nonsb,270 Park Avenue,Huntington,NY,11743,0020 - Level II Excision/ Biopsy,NY - East Long Island,13,7764.2692308,953.23461538
330045,nonsb,270 Park Avenue,Huntington,NY,11743,0096 - Level II Noninvasive Physiologic Studies,NY - East Long Island,17,7039.9823529,378.62823529
330045,nonsb,270 Park Avenue,Huntington,NY,11743,0203 - Level IV Nerve Injections,NY - East Long Island,25,5150.76,1316.4016
330045,nonsb,270 Park Avenue,Huntington,NY,11743,0207 - Level III Nerve Injections,NY - East Long Island,41,5038.7170732,621.29585366
330045,nonsb,270 Park Avenue,Huntington,NY,11743,0265 - Level I Diagnostic and Screening Ultrasound,NY - East Long Island,212,858.45283019,103.81806604
330045,nonsb,270 Park Avenue,Huntington,NY,11743,0267 - Level III Diagnostic and Screening Ultrasound,NY - East Long Island,135,2165.5948148,200.13214815
330045,nonsb,270 Park Avenue,Huntington,NY,11743,0269 - Level I Echocardiogram Without Contrast,NY - East Long Island,293,4026.6250171,480.978157
330045,nonsb,270 Park Avenue,Huntington,NY,11743,0270 - Level II Echocardiogram Without Contrast,NY - East Long Island,35,3970.3114286,666.97971429
330045,nonsb,270 Park Avenue,Huntington,NY,11743,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - East Long Island,198,4256.5641414,242.30237374
330045,nonsb,270 Park Avenue,Huntington,NY,11743,0377 - Level II Cardiac Imaging,NY - East Long Island,65,10644.201231,1259.1626154
330055,nonsb,56-45 Main Street,Flushing,NY,11355,0015 - Level II Debridement & Destruction,NY - East Long Island,35,536.17142857,101.66914286
330055,nonsb,56-45 Main Street,Flushing,NY,11355,0020 - Level II Excision/ Biopsy,NY - East Long Island,27,4694.7318519,925.3662963
330055,nonsb,56-45 Main Street,Flushing,NY,11355,0204 - Level I Nerve Injections,NY - East Long Island,476,681.36846639,243.58094538
330055,nonsb,56-45 Main Street,Flushing,NY,11355,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",NY - East Long Island,13,687.61538462,268.17
330055,nonsb,56-45 Main Street,Flushing,NY,11355,0231 - Level III Eye Tests & Treatments,NY - East Long Island,341,1075.5337243,364.62398827
330055,nonsb,56-45 Main Street,Flushing,NY,11355,0265 - Level I Diagnostic and Screening Ultrasound,NY - East Long Island,716,452.80874302,99.270796089
330055,nonsb,56-45 Main Street,Flushing,NY,11355,0267 - Level III Diagnostic and Screening Ultrasound,NY - East Long Island,941,1154.9563443,162.77026567
330055,nonsb,56-45 Main Street,Flushing,NY,11355,0269 - Level I Echocardiogram Without Contrast,NY - East Long Island,515,1552.1514563,472.35586408
330055,nonsb,56-45 Main Street,Flushing,NY,11355,0270 - Level II Echocardiogram Without Contrast,NY - East Long Island,15,3133.334,505.63333333
330055,nonsb,56-45 Main Street,Flushing,NY,11355,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - East Long Island,342,2656.1023392,305.5971345
330055,nonsb,56-45 Main Street,Flushing,NY,11355,0369 - Level II Pulmonary Tests,NY - East Long Island,121,1266.6446281,274.17570248
330055,nonsb,56-45 Main Street,Flushing,NY,11355,0377 - Level II Cardiac Imaging,NY - East Long Island,201,5297.4395522,1310.968806
330055,nonsb,56-45 Main Street,Flushing,NY,11355,0632 - Level 2 Examinations & Related Services,NY - East Long Island,1629,332.14487416,121.66779619
330055,nonsb,56-45 Main Street,Flushing,NY,11355,0634 - Hospital Clinic Visits,NY - East Long Island,9664,396.81036424,111.56204781
330055,nonsb,56-45 Main Street,Flushing,NY,11355,0698 - Level II Eye Tests & Treatments,NY - East Long Island,125,301.936,115.08104
330088,nonsb,201 Manor Place,Greenport,NY,11944,0020 - Level II Excision/ Biopsy,NY - East Long Island,11,2731.05,948.68
330088,nonsb,201 Manor Place,Greenport,NY,11944,0203 - Level IV Nerve Injections,NY - East Long Island,109,3551.0224771,1671.706422
330088,nonsb,201 Manor Place,Greenport,NY,11944,0204 - Level I Nerve Injections,NY - East Long Island,704,1539.684233,217.48555398
330088,nonsb,201 Manor Place,Greenport,NY,11944,0206 - Level II Nerve Injections,NY - East Long Island,44,1395.4386364,369.48363636
330088,nonsb,201 Manor Place,Greenport,NY,11944,0207 - Level III Nerve Injections,NY - East Long Island,2115,2057.2788842,736.94842553
330088,nonsb,201 Manor Place,Greenport,NY,11944,0265 - Level I Diagnostic and Screening Ultrasound,NY - East Long Island,85,722.69470588,104.438
330088,nonsb,201 Manor Place,Greenport,NY,11944,0267 - Level III Diagnostic and Screening Ultrasound,NY - East Long Island,52,1474.8009615,217.7075
330088,nonsb,201 Manor Place,Greenport,NY,11944,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - East Long Island,324,4009.266821,334.46935185
330088,nonsb,201 Manor Place,Greenport,NY,11944,0369 - Level II Pulmonary Tests,NY - East Long Island,13,1298.4230769,271.85
330088,nonsb,201 Manor Place,Greenport,NY,11944,0634 - Hospital Clinic Visits,NY - East Long Island,346,578.9815896,109.75421965
330088,nonsb,201 Manor Place,Greenport,NY,11944,0692 - Level II Electronic Analysis of Devices,NY - East Long Island,22,196.15,147.17
330106,nonsb,300 Community Drive,Manhasset,NY,11030,0015 - Level II Debridement & Destruction,NY - East Long Island,13,3647.1538462,155.23076923
330106,nonsb,300 Community Drive,Manhasset,NY,11030,0020 - Level II Excision/ Biopsy,NY - East Long Island,23,10956.822174,993.48304348
330106,nonsb,300 Community Drive,Manhasset,NY,11030,0096 - Level II Noninvasive Physiologic Studies,NY - East Long Island,27,6567.3333333,379.06037037
330106,nonsb,300 Community Drive,Manhasset,NY,11030,0203 - Level IV Nerve Injections,NY - East Long Island,26,9752.0769231,1581.2634615
330106,nonsb,300 Community Drive,Manhasset,NY,11030,0204 - Level I Nerve Injections,NY - East Long Island,278,1264.5863309,229.88978417
330106,nonsb,300 Community Drive,Manhasset,NY,11030,0206 - Level II Nerve Injections,NY - East Long Island,94,5750.3455319,435.51819149
330106,nonsb,300 Community Drive,Manhasset,NY,11030,0207 - Level III Nerve Injections,NY - East Long Island,1968,7306.8283283,759.65745427
330106,nonsb,300 Community Drive,Manhasset,NY,11030,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",NY - East Long Island,17,615.82352941,152.49176471
330106,nonsb,300 Community Drive,Manhasset,NY,11030,0231 - Level III Eye Tests & Treatments,NY - East Long Island,14,1899.5214286,370.97142857
330106,nonsb,300 Community Drive,Manhasset,NY,11030,0265 - Level I Diagnostic and Screening Ultrasound,NY - East Long Island,2664,1144.807744,105.38394144
330106,nonsb,300 Community Drive,Manhasset,NY,11030,0267 - Level III Diagnostic and Screening Ultrasound,NY - East Long Island,1216,2418.5039063,197.71754112
330106,nonsb,300 Community Drive,Manhasset,NY,11030,0269 - Level I Echocardiogram Without Contrast,NY - East Long Island,1225,2747.1039837,487.93047347
330106,nonsb,300 Community Drive,Manhasset,NY,11030,0270 - Level II Echocardiogram Without Contrast,NY - East Long Island,125,6012.4492,552.86872
330106,nonsb,300 Community Drive,Manhasset,NY,11030,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - East Long Island,2787,4209.1721421,335.03409042
330106,nonsb,300 Community Drive,Manhasset,NY,11030,0377 - Level II Cardiac Imaging,NY - East Long Island,614,7660.1672476,1251.8641531
330106,nonsb,300 Community Drive,Manhasset,NY,11030,0631 - Level 1 Examinations & Related Services,NY - East Long Island,40,147.95,67.8
330106,nonsb,300 Community Drive,Manhasset,NY,11030,0634 - Hospital Clinic Visits,NY - East Long Island,7358,1143.6237945,113.60121636
330106,nonsb,300 Community Drive,Manhasset,NY,11030,0692 - Level II Electronic Analysis of Devices,NY - East Long Island,31,562.09677419,151.33580645
330107,nonsb,1300 Roanoke Avenue,Riverhead,NY,11901,0203 - Level IV Nerve Injections,NY - East Long Island,56,3170.6632143,1392.0214286
330107,nonsb,1300 Roanoke Avenue,Riverhead,NY,11901,0204 - Level I Nerve Injections,NY - East Long Island,29,5354.6875862,217.36827586
330107,nonsb,1300 Roanoke Avenue,Riverhead,NY,11901,0207 - Level III Nerve Injections,NY - East Long Island,356,3344.6670225,664.15087079
330107,nonsb,1300 Roanoke Avenue,Riverhead,NY,11901,0265 - Level I Diagnostic and Screening Ultrasound,NY - East Long Island,50,569.504,99.089
330107,nonsb,1300 Roanoke Avenue,Riverhead,NY,11901,0267 - Level III Diagnostic and Screening Ultrasound,NY - East Long Island,242,1454.3119008,197.61640496
330107,nonsb,1300 Roanoke Avenue,Riverhead,NY,11901,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - East Long Island,358,4004.7648045,322.31810056
330141,nonsb,101 Hospital Road,Patchogue,NY,11772,0012 - Level I Debridement & Destruction,NY - East Long Island,72,296.94444444,108.33
330141,nonsb,101 Hospital Road,Patchogue,NY,11772,0015 - Level II Debridement & Destruction,NY - East Long Island,480,1967.7518958,164.46277083
330141,nonsb,101 Hospital Road,Patchogue,NY,11772,0020 - Level II Excision/ Biopsy,NY - East Long Island,21,8676.3985714,956.9952381
330141,nonsb,101 Hospital Road,Patchogue,NY,11772,0207 - Level III Nerve Injections,NY - East Long Island,204,9261.0463235,722.32960784
330141,nonsb,101 Hospital Road,Patchogue,NY,11772,0265 - Level I Diagnostic and Screening Ultrasound,NY - East Long Island,399,577.6641604,104.1583208
330141,nonsb,101 Hospital Road,Patchogue,NY,11772,0267 - Level III Diagnostic and Screening Ultrasound,NY - East Long Island,368,2194.3297011,161.58125
330141,nonsb,101 Hospital Road,Patchogue,NY,11772,0269 - Level I Echocardiogram Without Contrast,NY - East Long Island,109,3108.1009174,473.06357798
330141,nonsb,101 Hospital Road,Patchogue,NY,11772,0270 - Level II Echocardiogram Without Contrast,NY - East Long Island,29,3964.0,682.48
330141,nonsb,101 Hospital Road,Patchogue,NY,11772,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - East Long Island,273,5969.7998535,291.14388278
330141,nonsb,101 Hospital Road,Patchogue,NY,11772,0377 - Level II Cardiac Imaging,NY - East Long Island,59,6683.6932203,1292.5310169
330141,nonsb,101 Hospital Road,Patchogue,NY,11772,0634 - Hospital Clinic Visits,NY - East Long Island,1634,324.8429743,110.17997552
330141,nonsb,101 Hospital Road,Patchogue,NY,11772,0690 - Level I Electronic Analysis of Devices,NY - East Long Island,31,216.77419355,39.038709677
330167,nonsb,259 First Street,Mineola,NY,11501,0012 - Level I Debridement & Destruction,NY - East Long Island,34,501.705,112.80705882
330167,nonsb,259 First Street,Mineola,NY,11501,0015 - Level II Debridement & Destruction,NY - East Long Island,17,3645.7517647,162.28705882
330167,nonsb,259 First Street,Mineola,NY,11501,0020 - Level II Excision/ Biopsy,NY - East Long Island,62,8071.363871,932.87580645
330167,nonsb,259 First Street,Mineola,NY,11501,0096 - Level II Noninvasive Physiologic Studies,NY - East Long Island,58,8440.3741379,389.10103448
330167,nonsb,259 First Street,Mineola,NY,11501,0203 - Level IV Nerve Injections,NY - East Long Island,60,6102.7353333,1282.7676667
330167,nonsb,259 First Street,Mineola,NY,11501,0204 - Level I Nerve Injections,NY - East Long Island,111,4906.1185586,244.32657658
330167,nonsb,259 First Street,Mineola,NY,11501,0206 - Level II Nerve Injections,NY - East Long Island,13,8231.2038462,441.13307692
330167,nonsb,259 First Street,Mineola,NY,11501,0207 - Level III Nerve Injections,NY - East Long Island,679,3521.1214875,722.53771723
330167,nonsb,259 First Street,Mineola,NY,11501,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",NY - East Long Island,25,1901.6,240.1344
330167,nonsb,259 First Street,Mineola,NY,11501,0265 - Level I Diagnostic and Screening Ultrasound,NY - East Long Island,559,963.80044723,98.75470483
330167,nonsb,259 First Street,Mineola,NY,11501,0267 - Level III Diagnostic and Screening Ultrasound,NY - East Long Island,617,2323.6158833,195.66701783
330167,nonsb,259 First Street,Mineola,NY,11501,0270 - Level II Echocardiogram Without Contrast,NY - East Long Island,19,6856.8957895,701.61
330167,nonsb,259 First Street,Mineola,NY,11501,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - East Long Island,644,5487.285,290.61442547
330167,nonsb,259 First Street,Mineola,NY,11501,0377 - Level II Cardiac Imaging,NY - East Long Island,13,5546.2992308,1345.72
330167,nonsb,259 First Street,Mineola,NY,11501,0634 - Hospital Clinic Visits,NY - East Long Island,5534,561.53436755,112.29675822
330181,nonsb,101 St Andrews Lane,Glen Cove,NY,11542,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",NY - East Long Island,12,1039.0,250.14
330181,nonsb,101 St Andrews Lane,Glen Cove,NY,11542,0265 - Level I Diagnostic and Screening Ultrasound,NY - East Long Island,208,830.73798077,103.23149038
330181,nonsb,101 St Andrews Lane,Glen Cove,NY,11542,0267 - Level III Diagnostic and Screening Ultrasound,NY - East Long Island,118,1899.0,223.74440678
330181,nonsb,101 St Andrews Lane,Glen Cove,NY,11542,0269 - Level I Echocardiogram Without Contrast,NY - East Long Island,243,3325.5171605,482.41386831
330181,nonsb,101 St Andrews Lane,Glen Cove,NY,11542,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY - East Long Island,590,3338.4966102,338.50835593
330181,nonsb,101 St Andrews Lane,Glen Cove,NY,11542,0369 - Level II Pulmonary Tests,NY - East Long Island,72,1708.7916667,277.36458333
330181,nonsb,101 St Andrews Lane,Glen Cove,NY,11542,0377 - Level II Cardiac Imaging,NY - East Long Island,40,5356.06375,1258.65675
330181,nonsb,101 St Andrews Lane,Glen Cove,NY,11542,0634 - Hospital Clinic Visits,NY - East Long Island,773,863.0080207,113.64239327
330182,nonsb,100 Port Washington Boulevard,Roslyn,NY,11576,0020 - Level II Excision/ Biopsy,NY - East Long Island,38,7593.2715789,936.78131579
